,title,extract,vectored
1086,Mortgage loan,"A mortgage loan or simply mortgage, in civil law jurisdicions known also as a hypothec loan, is a loan used either by purchasers of real property to raise funds to buy real estate, or by existing property owners to raise funds for any purpose while putting a lien on the property being mortgaged. The loan is ""secured"" on the borrower's property through a process known as mortgage origination. This means that a legal mechanism is put into place which allows the lender to take possession and sell the secured property to pay off the loan in the event the borrower defaults on the loan or otherwise fails to abide by its terms. The word mortgage is derived from a Law French term used in Britain in the Middle Ages meaning ""death pledge"" and refers to the pledge ending (dying) when either the obligation is fulfilled or the property is taken through foreclosure. A mortgage can also be described as ""a borrower giving consideration in the form of a collateral for a benefit (loan)"".","['mortgage loan', 0.47282999753952026, -0.13500000536441803, 1.0218000411987305, -0.3227599859237671, -0.5406000018119812, 0.39890000224113464, -1.048699975013733, -0.2809700071811676, -0.15182000398635864, 0.606249988079071, -0.4318400025367737, 1.0430999994277954, 0.06891299784183502, -0.14745000004768372, 0.3800100088119507, 0.7600899934768677, -0.3421899974346161, -0.3961600065231323, 1.006100058555603, 0.3664099872112274, 1.1562000513076782, -0.8957099914550781, -1.0947999954223633, -0.1345899999141693, -1.2839000225067139, -0.8877900242805481, 0.16402000188827515, -0.40915998816490173, 0.042761001735925674, 0.44189000129699707, 2.5703001022338867, -0.2895599901676178, 1.5298999547958374, 0.4087600111961365, 0.8800600171089172, -0.024695999920368195, -0.8327000141143799, -1.2457000017166138, 1.7019000053405762, -1.8901000022888184, -1.1699999570846558, -0.6069599986076355, 0.35837000608444214, 1.5206999778747559, -0.3186900019645691, -0.6151099801063538, 0.25960999727249146, 1.0777000188827515, 0.8301699757575989, 0.18904000520706177]"
1087,Nursing,"Nursing is a profession within the health care sector focused on the care of individuals, families, and communities so they may attain, maintain, or recover optimal health and quality of life. Nurses may be differentiated from other health care providers by their approach to patient care, training, and scope of practice. Nurses practice in many specialties with differing levels of prescription authority. Nurses comprise the largest component of most healthcare environments; but there is evidence of international shortages of qualified nurses. Nurses collaborate with other healthcare providers such as physicians, nurse practitioners, physical therapists, and psychologists. Unlike nurse practitioners, nurses typically can not prescribe medications in the US. Nurse practitioners are nurses with a graduate degree in advanced practice nursing. They practice independently in a variety of settings in more than half of the United States. Since the postwar period, nurse education has undergone a process of diversification towards advanced and specialized credentials, and many of the traditional regulations and provider roles are changing.","['nursing', -0.19101999700069427, 0.4947099983692169, -0.49737000465393066, -0.9090499877929688, -0.4320699870586395, 0.47999998927116394, -0.827180027961731, 0.19362999498844147, 0.9378600120544434, -0.77183997631073, 0.42838001251220703, -0.3257499933242798, 0.2907800078392029, -0.4162899851799011, -0.1475200057029724, 0.1250399947166443, -1.0298999547958374, 0.6334400177001953, 0.703719973564148, 0.3743000030517578, -0.3091700077056885, 1.2138999700546265, -0.6948099732398987, 0.22380000352859497, -0.42289999127388, -0.7739099860191345, 0.3118099868297577, -0.6899099946022034, -0.36000001430511475, 0.1593099981546402, 2.094899892807007, 0.7150700092315674, 0.4055599868297577, -0.4152100086212158, 0.5301300287246704, 1.0185999870300293, 0.31424999237060547, 0.7320500016212463, 1.9462000131607056, -0.1287200003862381, -0.3470599949359894, -0.528249979019165, 0.4879400134086609, 1.3141000270843506, 0.07724200189113617, 0.10756999999284744, 0.0615449994802475, 0.06454599648714066, -0.31918999552726746, 0.6369699835777283]"
1088,Pace,Pace or paces may refer to:,"['pace', -0.35580000281333923, -1.1019999980926514, 0.039386000484228134, -0.4060499966144562, 0.36337000131607056, -0.25661998987197876, -0.5436199903488159, -0.2903600037097931, 0.44668999314308167, 0.5208899974822998, -0.0758809968829155, -0.7398599982261658, -1.0160000324249268, -0.5465999841690063, 0.3349500000476837, -0.15880000591278076, 0.4767700135707855, -0.5854200124740601, -0.6469900012016296, -0.8077700138092041, 0.03141999989748001, 0.19426000118255615, -0.4081999957561493, -0.4782699942588806, 1.253100037574768, -0.28356999158859253, 0.8472700119018555, -0.3083899915218353, 0.37099000811576843, 1.2354999780654907, 3.066999912261963, 0.5718200206756592, 0.712440013885498, 0.3580000102519989, 0.2977699935436249, -0.5481399893760681, -0.3677099943161011, 0.9561899900436401, -0.27070000767707825, -0.4830000102519989, -0.8455399870872498, 0.33456000685691833, -0.7138000130653381, -0.38001999258995056, 0.18562999367713928, -0.12257999926805496, 1.0507999658584595, 0.13186000287532806, 0.20097999274730682, 0.62117999792099]"
1089,Panic,"Panic is a sudden sensation of fear, which is so strong as to dominate or prevent reason and logical thinking, replacing it with overwhelming feelings of anxiety and frantic agitation consistent with an animalistic fight-or-flight reaction. Panic may occur singularly in individuals or manifest suddenly in large groups as mass panic.","['panic', 0.6548399925231934, -0.9342300295829773, 0.22819000482559204, -0.6909800171852112, -0.3650600016117096, -0.17001000046730042, 0.10277999937534332, 0.6456199884414673, -0.5077099800109863, 0.5103099942207336, -0.05143599957227707, -0.1823900043964386, -0.11819999665021896, -0.5375000238418579, 0.643589973449707, 0.422870010137558, -0.4664100110530853, -0.47944000363349915, -0.7379099726676941, -0.1641799956560135, 0.6349499821662903, -0.008798199705779552, -0.34158000349998474, 0.2887299954891205, 0.7717099785804749, -0.8541399836540222, -0.36866000294685364, 0.1581300050020218, 1.4254000186920166, 0.517549991607666, 2.0016000270843506, 0.6247400045394897, 0.5095800161361694, -0.6954799890518188, -1.188099980354309, 0.2919299900531769, -0.07070700079202652, -1.7044999599456787, 0.9722300171852112, 0.3322499990463257, -0.36157000064849854, 0.38881000876426697, -0.46083998680114746, 0.15386000275611877, 1.230299949645996, 0.5432199835777283, 0.24818000197410583, -0.28029999136924744, 0.5726500153541565, -0.40494000911712646]"
1090,Peak,Peak or The Peak may refer to:,"['peak', -0.043508000671863556, 1.8061000108718872, 0.8338599801063538, -0.6730899810791016, -0.4074999988079071, -0.6403499841690063, -0.6852200031280518, -0.08450199663639069, 0.6798200011253357, -0.02112100087106228, 0.2557399868965149, -0.8989899754524231, 0.5793799757957458, -0.6897299885749817, 0.13839000463485718, 0.5422800183296204, 0.07128699868917465, 0.3250499963760376, -1.4925999641418457, -0.14330999553203583, -0.0988759994506836, -0.7179200053215027, 0.004987999796867371, -0.12917999923229218, 0.5758900046348572, -0.2740199863910675, -0.2916400134563446, 0.42671999335289, 0.19246000051498413, 1.2404999732971191, 2.3369998931884766, -0.15955999493598938, 0.6830199956893921, 0.20608000457286835, 0.7490800023078918, -0.7440999746322632, -0.12037000060081482, -0.37643998861312866, 0.08326099812984467, -0.007860099896788597, -1.055299997329712, 0.039452001452445984, -0.3054099977016449, -0.256850004196167, -0.8206800222396851, -0.7448999881744385, 1.0082999467849731, -0.7764400243759155, -0.40959998965263367, -0.22732000052928925]"
1091,Plane,"Plane(s) most often refers to:Aero- or airplane, a powered, fixed-wing aircraft
Plane (geometry), a flat, 2-dimensional surface","['plane', 2.1142001152038574, -0.10664000362157822, 0.9724000096321106, 0.12150999903678894, 0.5709400177001953, -0.13570000231266022, -0.6759499907493591, 0.11692000180482864, 0.47238999605178833, -1.1009999513626099, 0.8108400106430054, -0.0906979963183403, -0.4627099931240082, 1.3341000080108643, 0.023900000378489494, -0.1266999989748001, -1.2706999778747559, 0.5683199763298035, -1.6672999858856201, -0.9537299871444702, -0.33803999423980713, 0.9357799887657166, -0.4604699909687042, -0.10790000110864639, 0.7453299760818481, -1.9890999794006348, -0.100040003657341, 1.023300051689148, 0.8523899912834167, 0.16471999883651733, 2.054800033569336, 0.0040525998920202255, -0.840939998626709, 0.20915000140666962, 0.6410599946975708, -0.39855000376701355, 0.37577998638153076, -0.38962000608444214, -0.2662299871444702, 1.0976999998092651, 0.0928179994225502, 0.6368200182914734, 1.20169997215271, -0.29673999547958374, -0.7709699869155884, 0.09279400110244751, 0.1935800015926361, 0.06358599662780762, 0.15692999958992004, -0.48504000902175903]"
1092,Reward,Reward may refer to:,"['reward', 0.5557500123977661, 0.4563800096511841, 0.7277100086212158, -0.5073699951171875, 1.1129000186920166, -0.3017899990081787, 0.6857200264930725, 0.4012100100517273, 0.32708001136779785, 1.2884999513626099, -0.35429999232292175, 0.08289399743080139, 0.541949987411499, -0.9771599769592285, 0.682919979095459, -0.3317900002002716, 0.8187100291252136, 0.3705500066280365, 0.06968600302934647, -0.17173999547958374, 0.2679100036621094, -0.18751999735832214, -0.2526400089263916, -0.5651900172233582, -0.3146499991416931, -1.1504000425338745, -0.32907000184059143, -0.9038000106811523, 0.13774999976158142, -0.23323999345302582, 1.7401000261306763, 1.0671000480651855, -0.4908500015735626, -0.05827699974179268, 0.22630000114440918, 0.35097000002861023, -0.05592399835586548, -0.10186000168323517, -0.2599700093269348, -1.2131999731063843, 0.5314900279045105, -0.023869000375270844, 0.030618999153375626, 0.4618600010871887, -0.07090499997138977, -1.0782999992370605, -0.209539994597435, 1.1097999811172485, -0.04363200068473816, 0.14936000108718872]"
1093,Row,Row or ROW may refer to:,"['row', -0.42991000413894653, 0.5827800035476685, -0.08219199627637863, 0.23469999432563782, 0.19989000260829926, 0.2899700105190277, -0.17829999327659607, 0.3760800063610077, -0.18684999644756317, -0.4568600058555603, -0.8133599758148193, -0.4837999939918518, -1.0672999620437622, 0.39386001229286194, 0.8643400073051453, -0.14146000146865845, 0.08793099969625473, -0.6219300031661987, -0.3986299932003021, -0.476639986038208, 0.05262799933552742, -0.2827700078487396, -0.33889999985694885, 0.3300899863243103, -0.6106100082397461, -1.1207000017166138, 0.5212399959564209, 0.34564998745918274, 0.2822299897670746, 0.30935999751091003, 2.2298998832702637, -0.1590700000524521, 0.1635800004005432, 0.3560299873352051, 0.30278000235557556, 0.22020000219345093, 0.2930000126361847, -0.5199900269508362, -0.07556899636983871, -0.54475998878479, -0.6631600260734558, 0.10789000242948532, -0.006333500146865845, 0.3257899880409241, 0.21005000174045563, 0.5873399972915649, 0.2065799981355667, -0.6387699842453003, -0.06837199628353119, -0.871749997138977]"
1094,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type. The sandwich began as a portable, convenient finger food in the Western world, though over time it has become prevalent worldwide.","['sandwich', 0.44760000705718994, -0.58992999792099, -1.034500002861023, -0.3145500123500824, 1.0241999626159668, 0.4383299946784973, -0.4722200036048889, -0.14687000215053558, -0.03733700141310692, -0.4440999925136566, -0.37689998745918274, 0.11454000324010849, 1.1167000532150269, 0.791100025177002, -0.27698999643325806, 0.20316000282764435, -0.230430006980896, 0.692550003528595, -0.3748300075531006, -0.1635199934244156, 0.8176400065422058, -1.0439000129699707, 0.0665690004825592, 1.1775000095367432, -0.485509991645813, -0.8277699947357178, -0.6931899785995483, 0.8150299787521362, 0.8627899885177612, -0.8869500160217285, 1.0348999500274658, -0.02080100029706955, -0.5072699785232544, 2.1041998863220215, 0.475490003824234, 0.07537800073623657, 0.20257000625133514, 0.7881500124931335, 0.783079981803894, 0.12962999939918518, 0.5834900140762329, 0.17865000665187836, -0.39173999428749084, 0.247639998793602, 0.4971199929714203, 1.4035999774932861, 0.08052799850702286, -0.16547000408172607, 0.641219973564148, 0.32142001390457153]"
1095,Shock,Shock may refer to:,"['shock', 0.0741719976067543, 0.19787000119686127, 0.16416999697685242, -0.053334999829530716, -0.38161998987197876, 0.5672199726104736, 0.8855000138282776, 1.0922000408172607, -0.3078100085258484, 0.7315599918365479, 0.48274001479148865, -0.23467999696731567, -0.3531300127506256, 0.04287299886345863, 0.1942099928855896, 0.2814199924468994, -0.3312700092792511, -0.24358999729156494, -1.1893999576568604, -0.5413699746131897, -0.33059000968933105, 0.39430999755859375, -0.1732099950313568, -0.44916000962257385, 0.36779001355171204, -1.347499966621399, -0.6286699771881104, 0.3628700077533722, 0.47032999992370605, 0.5605599880218506, 2.1909000873565674, 1.0008000135421753, 0.5428599715232849, -0.5801900029182434, -0.5242300033569336, 0.19508999586105347, 0.7599999904632568, -0.7587000131607056, 0.7223600149154663, -0.6721400022506714, 0.20979000627994537, 0.27678999304771423, -0.39452001452445984, -0.029635999351739883, 0.8299300074577332, 0.9329000115394592, -0.01693199947476387, 0.25213998556137085, 0.17316000163555145, -0.2065799981355667]"
1096,Spite,"Spite may refer to:Spite (sentiment), to intentionally annoy, hurt, or upset without self-benefit
Spite, a phenomenon in fair division economics problems
Spite, a hardcore punk band from Michigan
Spite, a deathcore band from Southern California
Spite plateau, a baseline in the abundance of lithium found in old stars orbiting the galactic halo","['spite', 0.01876400038599968, -0.006160799879580736, -0.46904999017715454, -0.5361499786376953, -0.24919000267982483, 0.3529700040817261, 0.3561899960041046, 0.6172800064086914, -0.10971999913454056, 0.3537200093269348, 0.0020822000224143267, 0.04060399904847145, -0.40740999579429626, -0.8436999917030334, 0.0978190004825592, 0.0011345000239089131, -0.035266999155282974, -0.37650999426841736, 0.13492999970912933, -0.33434000611305237, -0.13560999929904938, 0.14692999422550201, -0.11135999858379364, -0.5674099922180176, 0.6375399827957153, -0.7552300095558167, -0.5509099960327148, 0.11133000254631042, 0.7556800246238708, 0.8111400008201599, 1.7933000326156616, 0.5657299757003784, 0.42063000798225403, -0.669950008392334, -0.3140600025653839, 0.07976199686527252, -0.15387000143527985, -0.06124600023031235, -0.5803099870681763, -0.35874998569488525, -0.31415998935699463, -0.3433600068092346, -0.24542999267578125, -0.002858899999409914, -0.016018999740481377, -0.09647399932146072, -0.17862999439239502, 0.3652699887752533, 0.1292400062084198, -0.29071998596191406]"
1097,Spray,"Spray or spraying commonly refer to:Spray 
Aerosol spray
Blood spray
Hair spray
Nasal spray
Pepper spray
PAVA spray
Road spray or tire spray, road debris kicked up from a vehicle tire
Sea spray, refers to aerosol particles that form in the ocean
Spraying, or the creation of a spray
Spraying, the action of an animal marking its territory with urine
The use of a spray bottle
The use of a sprayer
Aerial application of chemicals
Spray painting","['spray', 0.3260999917984009, -0.514490008354187, -0.03318300098180771, -0.808139979839325, -0.5740100145339966, 0.18057000637054443, 0.10012000054121017, -0.7379900217056274, 0.020124999806284904, 0.25749000906944275, 0.267659991979599, -0.3517700135707855, 1.1490999460220337, 0.021282000467181206, -0.6169000267982483, 0.10168000310659409, -0.10239999741315842, 0.4301699995994568, -1.0235999822616577, -1.565600037574768, 0.06829799711704254, 0.016295000910758972, 0.8893499970436096, -0.5430499911308289, -0.7592700123786926, -0.5181000232696533, 0.07644300162792206, 1.4180999994277954, 1.2437000274658203, -0.9292500019073486, 1.260599970817566, 0.03803100064396858, -1.4678000211715698, -0.3189699947834015, -0.6243500113487244, 0.7487099766731262, 0.31207001209259033, 0.34613001346588135, 1.3144999742507935, 0.00922819972038269, 1.2258000373840332, 0.4490799903869629, 0.3157700002193451, -0.03214599937200546, 1.4668999910354614, 0.06082899868488312, 0.3708899915218353, -0.18639999628067017, 0.6470199823379517, -0.2807599902153015]"
1098,Surprise,"Surprise may refer to:Surprise (emotion), a brief emotional state experienced as the result of an unexpected significant event","['surprise', 0.4313800036907196, 0.2556000053882599, -0.005459799896925688, 0.2671999931335449, 0.41846001148223877, -0.30281999707221985, -0.4289799928665161, 1.2553999423980713, -0.37419000267982483, 0.4220699965953827, -0.3816399872303009, -0.45100998878479004, -0.24842999875545502, -0.1888899952173233, 0.8561199903488159, -0.15807999670505524, 0.13082000613212585, -0.7778800129890442, -1.0247000455856323, -0.4748600125312805, 0.05401099845767021, -0.15160000324249268, -0.18828999996185303, -0.36844998598098755, 0.4451200067996979, -1.5709999799728394, -0.5577700138092041, 0.2181600034236908, 0.26315000653266907, 0.18358999490737915, 2.089400053024292, 0.6884899735450745, -0.16335999965667725, -0.12160000205039978, 0.038419000804424286, -0.3019999861717224, 0.06686999648809433, 0.2184700071811676, -0.47898998856544495, -1.1706000566482544, 0.09345199912786484, 0.2861100137233734, -0.5559700131416321, -0.6542900204658508, 0.6678199768066406, 0.049710001796483994, -0.005217299796640873, 0.7006000280380249, 0.32464998960494995, 0.24523000419139862]"
1099,Till,Till or glacial till is unsorted glacial sediment.,"['till', -0.40782999992370605, -0.2566800117492676, -0.5596399903297424, -0.8782299757003784, -0.03543100133538246, -0.7732499837875366, -0.1826000064611435, 0.7379299998283386, -0.4598900079727173, -0.6145200133323669, 0.1808999925851822, -0.2090499997138977, -0.2749499976634979, -0.04906800016760826, 1.3803000450134277, 0.9232100248336792, -0.27976998686790466, 0.06271199882030487, -0.5760700106620789, 0.7301099896430969, 0.9674599766731262, 0.05290199816226959, 1.28410005569458, 0.3427099883556366, 0.5669800043106079, -0.354669988155365, -0.23382000625133514, -0.08970800042152405, 0.6200500130653381, 0.5701599717140198, 2.1268999576568604, -0.2035199999809265, -0.8845300078392029, 0.3208400011062622, -0.16482999920845032, -0.1005999967455864, 0.790090024471283, 0.24860000610351562, 0.45622000098228455, 0.1019200012087822, -0.9095100164413452, -0.9295899868011475, -0.5201900005340576, -0.17587000131607056, -0.870419979095459, 0.06600700318813324, 0.37338000535964966, -1.0211000442504883, -0.03919300064444542, -0.06178300082683563]"
1100,Transition,Transition or transitional may refer to:,"['transition', 0.34294000267982483, 0.1285800039768219, -0.09368500113487244, 0.18986999988555908, 0.13335999846458435, -0.28610000014305115, 0.05515399947762489, -0.15723000466823578, -0.15418000519275665, -0.021378999575972557, 0.1891999989748001, -0.07114800065755844, -0.2987399995326996, 0.7705299854278564, -0.10760000348091125, 0.640779972076416, 0.1534000039100647, -0.10796999931335449, 0.7807199954986572, -0.046213001012802124, -0.07039599865674973, -0.18963000178337097, -0.37665998935699463, -0.39803001284599304, 0.2590799927711487, -0.45781001448631287, 0.07741899788379669, -0.34595000743865967, 0.5380799770355225, 1.0917999744415283, 2.821000099182129, -0.020812999457120895, -1.1639000177383423, -0.858680009841919, -0.0518140010535717, 0.1363700032234192, -0.2888999879360199, 0.5035200119018555, -0.40307000279426575, -0.31951001286506653, -1.0654000043869019, -0.09142599999904633, -0.6556199789047241, -0.3032799959182739, -0.7402399778366089, -0.15568000078201294, 0.7674400210380554, 0.031119000166654587, -0.5557399988174438, 0.6399800181388855]"
1101,Workweek and weekend,"The weekdays and weekend are the complementary parts of the week devoted to labour and rest, respectively. The legal weekdays, or workweek, is the part of the seven-day week devoted to working. In most of the world, the workweek is from Monday to Friday and the weekend is Saturday and Sunday. A weekday or workday is any day of the working week. Other institutions often follow this pattern, such as places of education. The constituted weekend has varying definitions, based on determined calendar days, designated period of time, and/or regional definition of the working week. Sometimes the term ""weekend"" is expanded to include the time after work hours on the last workday of the week.","['workweek and weekend', -0.5117300152778625, -0.7648000121116638, -0.3021300137042999, -1.6892999410629272, -1.1800999641418457, 0.3857699930667877, 0.3820900022983551, -0.47964000701904297, 0.1589599996805191, 0.32150998711586, 0.3900899887084961, -1.4910000562667847, 0.14071999490261078, 0.6066200137138367, 0.6583099961280823, -0.7175800204277039, -1.823699951171875, 0.2756899893283844, 1.0530999898910522, -1.2000999450683594, 0.11507000029087067, -0.2146099954843521, -0.732450008392334, -0.18884000182151794, 0.06118199974298477, 0.408270001411438, 0.4558899998664856, 0.5937700271606445, 0.7540199756622314, 1.5450999736785889, 0.8157100081443787, -0.046195998787879944, -0.6772800087928772, 2.150700092315674, 0.4144900143146515, -1.260599970817566, 0.6937699913978577, 1.1728999614715576, 0.29754000902175903, 1.0228999853134155, -0.7882300019264221, -0.33122000098228455, 0.809499979019165, 0.6168500185012817, -0.932479977607727, -0.7104499936103821, 0.7921900153160095, 0.3440900146961212, -0.37577998638153076, 0.7241399884223938]"
1102,Welcome,"A welcome is a kind of greeting designed to introduce a person to a new place or situation, and to make them feel at ease. The term can similarly be used to describe the feeling of being accepted on the part of the new person.","['welcome', 0.2523399889469147, 0.929390013217926, -0.6842600107192993, -0.4339999854564667, 0.6647999882698059, -1.2963000535964966, -0.5200600028038025, 0.5202000141143799, -0.2507700026035309, 0.48284998536109924, -0.2992999851703644, -0.03952699899673462, 0.8307099938392639, -0.18154999613761902, 0.4415999948978424, 0.3913100063800812, 0.18884000182151794, -0.22719000279903412, 0.2269199937582016, -0.7202500104904175, -0.003037499962374568, 0.6988400220870972, -0.5122299790382385, -0.24428999423980713, 0.6195999979972839, -1.0491000413894653, -0.1074799969792366, 0.5143300294876099, -0.0607139989733696, -0.12014999985694885, 2.3055999279022217, 1.339900016784668, -0.676639974117279, 0.01849300041794777, -0.41150999069213867, -0.32973000407218933, 0.33399999141693115, -0.4092699885368347, -1.1237000226974487, -0.6086400151252747, 0.0889509990811348, 0.3255099952220917, -0.44190001487731934, -0.42184001207351685, 0.4866600036621094, 0.1751900017261505, -0.6767200231552124, 0.4386900067329407, -0.3496899902820587, 0.2287299931049347]"
1103,Yard,"The yard is an English unit of length in both the British imperial and US customary systems of measurement equalling 3 feet or 36 inches. Since 1959 it has been by international agreement standardized as exactly 0.9144 meter. A distance of 1,760 yards is equal to 1 mile.","['yard', -0.2052599936723709, 0.45427000522613525, 0.29499000310897827, -0.699999988079071, 0.18520000576972961, -0.40891000628471375, -1.1204999685287476, -0.2368900030851364, 0.6467700004577637, -1.1943000555038452, -0.8888599872589111, 0.0072523001581430435, -0.3589800000190735, -0.3513199985027313, -0.35144999623298645, -0.4065299928188324, 0.3885599970817566, 0.6457599997520447, -1.2769999504089355, -0.044652000069618225, 0.7340700030326843, -0.06761500239372253, -0.4661099910736084, -0.3481599986553192, 0.20453999936580658, -1.2105000019073486, 0.8417999744415283, 0.7653200030326843, 1.1437000036239624, -0.780489981174469, 1.590999960899353, -0.464029997587204, -0.02545900084078312, 0.35378000140190125, 0.1174900010228157, 0.8584399819374084, 0.7148100137710571, 0.5045300126075745, 0.6343299746513367, 0.182559996843338, 0.40964001417160034, -0.8531399965286255, 0.37226998805999756, 0.5183699727058411, 0.10589999705553055, -0.12917999923229218, 0.14885999262332916, -0.5995200276374817, 0.4468899965286255, -0.39702001214027405]"
1104,Alarm device,"An alarm device is a mechanism that gives an audible, visual or other kind of alarm signal to alert someone to a problem or condition that requires urgent attention.","['alarm device', 0.20107999444007874, -0.5657299757003784, 0.7097600102424622, -0.133200004696846, 0.0458500012755394, -0.11094000190496445, 0.5138800144195557, 0.4151099920272827, 0.28431999683380127, -0.03192799910902977, 0.2964499890804291, -0.05040200054645538, 0.3772299885749817, 0.6444900035858154, 0.1318800002336502, 0.6703100204467773, -1.1777000427246094, -0.08237499743700027, -0.48489999771118164, -0.9467599987983704, 0.5788400173187256, -0.02781200036406517, -0.7609699964523315, 0.01720299944281578, 0.9775699973106384, -1.5485999584197998, 0.026487000286579132, 0.4230499863624573, 0.6227399706840515, -0.03361700102686882, 1.6574000120162964, 0.4003799855709076, 0.21010999381542206, -0.915369987487793, -0.801069974899292, -0.001401799963787198, 0.7071700096130371, -1.7615000009536743, 0.33153998851776123, 0.2721399962902069, 0.18060000240802765, 0.455020010471344, -0.40125998854637146, 0.4404900074005127, 1.1152000427246094, 0.7104200124740601, 0.4807699918746948, 0.585860013961792, 0.12546999752521515, -0.40354999899864197]"
1105,Bend,Bend may refer to:,"['bend', -0.576740026473999, 0.3940500020980835, -0.4172999858856201, -0.392300009727478, -0.0778219997882843, -0.22814999520778656, 0.26455000042915344, 0.4524399936199188, 0.20778000354766846, -0.39972999691963196, -0.10206999629735947, 0.02373800054192543, -0.08745700120925903, -0.530210018157959, -1.1518000364303589, 0.4535900056362152, 0.5645800232887268, 0.26374998688697815, -0.28185001015663147, -0.7684999704360962, -0.4884699881076813, -0.664330005645752, -0.1302099972963333, 0.3686099946498871, -0.22748999297618866, -1.2930999994277954, -0.06712900102138519, 1.2611000537872314, 0.551360011100769, -1.4375, 1.3293999433517456, -0.0071287997998297215, -0.10217999666929245, 0.3184100091457367, 0.5125799775123596, -0.7538700103759766, -0.2937000095844269, -0.5956400036811829, 0.5865499973297119, 0.22009000182151794, -0.5860900282859802, -0.2072400003671646, -0.08794800192117691, 0.16362999379634857, -0.8507099747657776, -0.5297200083732605, 0.9084200263023376, -0.7075999975204468, -0.15458999574184418, -0.22739000618457794]"
1106,Bicycle,"A bicycle, also called a pedal cycle, bike, push-bike or cycle, is a human-powered or motor-powered assisted, pedal-driven, single-track vehicle, having two wheels attached to a frame, one behind the other. A bicycle rider is called a cyclist, or bicyclist.","['bicycle', -0.4171600043773651, 0.16270999610424042, 0.1820800006389618, 0.04087400063872337, -0.7674300074577332, 0.47832000255584717, -0.9568300247192383, -0.697130024433136, 1.344599962234497, -0.5914599895477295, 0.49004998803138733, -0.5950400233268738, -0.9651399850845337, 0.41525998711586, -0.05325299873948097, -0.6585100293159485, -0.33963000774383545, 1.4675999879837036, -0.514519989490509, -1.5918999910354614, 0.44235000014305115, -0.10576999932527542, -1.4277000427246094, 1.1811000108718872, 0.2842000126838684, -0.9232800006866455, -0.21379999816417694, 0.10129000246524811, 0.6198499798774719, -0.21403999626636505, 1.3417999744415283, 0.5397700071334839, -0.6547600030899048, 0.5527799725532532, 0.38826999068260193, 0.34768998622894287, 0.37724000215530396, 0.455269992351532, -0.3052600026130676, 0.9704800248146057, -0.016630999743938446, -0.36535000801086426, 0.06056300178170204, 0.33608001470565796, 0.09857500344514847, -0.9605600237846375, 0.3187200129032135, -1.131600022315979, 0.9170299768447876, -0.6576200127601624]"
1107,Biting,"Biting is a common zoological behavior involving the active, rapid closing of the jaw around an object. This behavior is found in toothed animals such as mammals, reptiles, amphibians and fish, but can also exist in arthropods. Myocytic contraction of the muscles of mastication is responsible for generating the force that initiates the preparatory jaw abduction (opening), then rapidly adducts (closes) the jaw and moves the top and bottom teeth towards each other, resulting in the forceful action of a bite.","['biting', -0.3657900094985962, -0.9864199757575989, -0.8625800013542175, -0.2534399926662445, -0.6565200090408325, 0.7248899936676025, 1.0443999767303467, 0.1165900006890297, 0.3454900085926056, 0.164560005068779, -0.8123300075531006, -0.22075000405311584, 0.07304999977350235, 0.28676000237464905, 0.2134000062942505, -0.13425999879837036, 0.04397200047969818, -0.35618001222610474, -1.3924000263214111, -0.43042999505996704, -0.2502099871635437, 0.4562399983406067, 1.3877999782562256, -0.24827000498771667, 0.6032199859619141, -1.2139999866485596, -0.24226999282836914, 0.7993299961090088, 0.18751999735832214, -0.0823339968919754, 0.9528200030326843, 0.4437200129032135, 0.01787699945271015, 0.6624100208282471, -1.138800024986267, 0.26899999380111694, -0.2472900003194809, 0.21464000642299652, -0.21527999639511108, -0.8667799830436707, 0.5960100293159485, 0.7475900053977966, -0.5486500263214111, 1.201799988746643, 0.9011499881744385, -0.24653999507427216, 0.8833100199699402, -0.03920900076627731, 0.02399200014770031, -0.17601999640464783]"
1108,Blind,"Blind may refer to:The state of blindness, being unable to see
A window blind, a covering for a window","['blind', -0.42653998732566833, 0.15651999413967133, -0.1899999976158142, -0.717199981212616, 0.3804300129413605, 0.39041000604629517, -0.018146999180316925, 0.10954000055789948, 0.5352399945259094, 0.7591999769210815, 0.21392999589443207, 0.3303300142288208, 0.13670000433921814, 0.4193100035190582, -0.17636999487876892, -0.08071400225162506, 0.27665001153945923, 0.5101100206375122, -0.04094000160694122, -0.0965460017323494, -0.560949981212616, 0.8779399991035461, 0.21976999938488007, 0.5228300094604492, 0.4669800102710724, -1.3163000345230103, -0.38218000531196594, -0.11451999843120575, 0.1774500012397766, -0.2279299944639206, 1.7404999732971191, -0.17327000200748444, -0.2072799950838089, -0.4431400001049042, 0.05229499936103821, 0.0919170007109642, 0.4908599853515625, -0.1742199957370758, 0.007783399894833565, -0.4295699894428253, -0.1382099986076355, -0.1501300036907196, -0.019283000379800797, 0.9099299907684326, 0.315310001373291, -0.34268999099731445, -0.2771899998188019, -0.8803899884223938, 0.4849799871444702, -0.4381999969482422]"
