,title,extract,vectored
286,Member,"Member may refer to:Military jury, referred to as ""Members"" in military jargon
Element (mathematics), an object that belongs to a mathematical set
In object-oriented programming, a member of a class
Field, entries in a database
Member variable, a variable that is associated with a specific object
Limb (anatomy), an appendage of the human or animal body
Euphemism for penis
Structural component of a truss, connected by nodes
User (computing), a person making use of a computing service, especially on the Internet
Member (geology), a component of a geological formation
Member of parliament
The Members, a British punk rock band
Meronymy, a semantic relationship in linguistics
Church membership, belonging to a local Christian congregation, a Christian denomination and the universal Church
Member, a participant in a club or learned society","['member,-0.5799400210380554,0.6722999811172485,-0.2731800079345703,-0.1052900031208992,0.8818399906158447,0.4449799954891205,-0.45612001419067383,0.14555999636650085,-0.18468999862670898,-1.184000015258789,0.5598899722099304,0.13496999442577362,-0.3176099956035614,0.8713200092315674,-0.288129985332489,-0.47290998697280884,0.472680002450943,0.3503499925136566,0.01321099977940321,0.259799987077713,-0.027156999334692955,-0.12246999889612198,0.5631800293922424,0.5238100290298462,-0.9139699935913086,-1.6780999898910522,-0.15150000154972076,-0.9543799757957458,-1.8472000360488892,0.4224199950695038,2.7170000076293945,-0.2669000029563904,-0.8868399858474731,-0.5220000147819519,0.001138300052843988,-0.5071099996566772,0.2660900056362152,-0.2138500064611435,0.2280000001192093,0.07096300274133682,-0.6060699820518494,-0.1266999989748001,-0.37876999378204346,-0.39469000697135925,-0.1467200070619583,-0.003406600095331669,-1.2680000066757202,-0.19550999999046326,-0.02403399907052517,0.27358001470565796']"
287,Possession,Possession may refer to:,"['possession,-0.5799700021743774,-0.6731399893760681,-0.34613001346588135,0.247079998254776,1.0281000137329102,0.7772200107574463,0.02993899956345558,0.30491000413894653,0.3270399868488312,0.9262800216674805,0.2530499994754791,0.21926000714302063,-0.22516000270843506,-1.132599949836731,0.5762100219726562,-0.4151099920272827,0.1305599957704544,-0.6425700187683105,-1.1921000480651855,0.181209996342659,0.2667900025844574,-0.47124001383781433,-0.22066999971866608,-0.19529999792575836,-1.1827000379562378,-2.014899969100952,0.6137999892234802,-0.5380899906158447,1.6035000085830688,-0.708079993724823,1.5413999557495117,-0.5288800001144409,-0.5701000094413757,-0.6679499745368958,0.9638699889183044,0.8420199751853943,-0.014464999549090862,0.49943000078201294,-0.3632799983024597,-0.042482998222112656,0.6266099810600281,0.12014000117778778,0.4716799855232239,1.069599986076355,-0.5978599786758423,-0.24820999801158905,-0.21468999981880188,-0.1673399955034256,0.4262799918651581,-1.1478999853134155']"
288,Preparation,"Preparation may refer to:Preparation (dental), the method by which a tooth is prepared when removing decay and designing a form that will provide adequate retention for a dental restoration
Preparation (music), treatment of dissonance in tonal music
Preparation, Iowa, a ghost town
Preparation time, time to prepare speeches in policy debate
The Preparation, a 2017 South Korean film
Preparations (album), a 2007 album by Prefuse 73
Prepared dosage form
Prepared drug
Prepared food
Prepared supplement
Special modifications to instruments, see
Prepared piano
Prepared guitar
Fossil preparation","['preparation,0.5765399932861328,0.08345799893140793,-1.1191999912261963,-0.1080700010061264,-0.1949000060558319,-0.5086299777030945,0.17925000190734863,0.5468000173568726,0.6261100172996521,-0.22461000084877014,-0.17705999314785004,-0.3029400110244751,0.10249000042676926,-0.16730999946594238,0.4184400141239166,-0.19402000308036804,-0.0653190016746521,0.1240599974989891,-0.25766998529434204,-0.19032999873161316,0.7798900008201599,-0.10527999699115753,0.16962000727653503,-0.37415000796318054,0.041978999972343445,-0.5459700226783752,-0.012609000317752361,-0.26572999358177185,0.5684900283813477,0.4567500054836273,2.664900064468384,0.42914000153541565,-1.195199966430664,-0.5207399725914001,0.37720000743865967,0.9551299810409546,0.564740002155304,1.2685999870300293,-0.18363000452518463,-0.13304999470710754,-0.0795769989490509,-0.7462199926376343,-0.07232899963855743,-0.015769999474287033,0.4307900071144104,0.2258799970149994,0.7516599893569946,0.8542500138282776,-0.021412000060081482,0.4401699900627136']"
289,Steak,"A steak is a thick cut of meat generally sliced across the muscle fibers, sometimes including a bone. It is normally grilled or fried. Steak can be diced, cooked in sauce, such as in steak and kidney pie, or minced and formed into patties, such as hamburgers.","['steak,0.39594000577926636,-0.37411999702453613,-1.6884000301361084,-0.41113001108169556,0.8571699857711792,0.7308099865913391,0.11682000011205673,0.46435999870300293,-0.10232000052928925,-0.5242800116539001,-1.0331000089645386,0.051371000707149506,0.9398099780082703,0.969510018825531,0.2395000010728836,0.4369699954986572,0.7753999829292297,-0.1580899953842163,-0.41776999831199646,-0.4164699912071228,0.34529000520706177,-0.65829998254776,0.23803000152111053,1.0044000148773193,-1.509600043296814,-0.3655799925327301,-0.29780998826026917,1.0855000019073486,1.0657999515533447,-0.6257200241088867,0.8931699991226196,0.2925899922847748,0.2117300033569336,2.462399959564209,0.324070006608963,0.4181399941444397,0.17463000118732452,0.7009000182151794,0.8701800107955933,-0.7017599940299988,0.5614500045776367,0.8555899858474731,0.05666099861264229,0.4371899962425232,1.0932999849319458,0.7569299936294556,0.20736999809741974,-0.2626200020313263,-0.3039399981498718,1.3945000171661377']"
290,Union,"Union commonly refers to:Trade union, an organization of workers
Union, in mathematics, a fundamental operation on sets","['union,-0.5026500225067139,0.10106000304222107,-0.4887399971485138,-0.43105000257492065,-0.34490999579429626,0.19234000146389008,-0.6143400073051453,0.23309999704360962,-0.5432900190353394,-1.2972999811172485,0.8412600159645081,-0.10395000129938126,-0.4984799921512604,0.060238998383283615,-0.1525000035762787,-0.11466000229120255,0.46705999970436096,0.23625999689102173,0.0563340000808239,-0.7952700257301331,0.2113800048828125,-0.36629998683929443,-0.6839799880981445,0.23944999277591705,-0.8745999932289124,-1.7544000148773193,0.33562999963760376,-0.3102400004863739,-0.9325500130653381,0.6987500190734863,3.1561999320983887,0.23382000625133514,-1.131100058555603,-0.027117999270558357,-1.0261000394821167,-0.9490500092506409,-0.1703599989414215,-0.6916999816894531,0.2898400127887726,0.25429999828338623,-0.23010000586509705,-0.4221000075340271,0.5183500051498413,-0.503250002861023,-0.33362001180648804,0.4181300103664398,-1.2085000276565552,0.7558299899101257,-0.5853800177574158,-0.32322999835014343']"
291,Agreement,Agreement may refer to:,"['agreement,0.6606299877166748,0.3665800094604492,-0.6216099858283997,0.6833500266075134,0.18711000680923462,0.4242599904537201,-0.570360004901886,-0.008328700438141823,-0.14294999837875366,-0.15000000596046448,0.3811900019645691,0.2668299973011017,-0.8107100129127502,-0.04444900155067444,0.4808399975299835,0.8196399807929993,0.16610999405384064,-0.6726999878883362,0.9215899705886841,-0.01700899936258793,0.8473600149154663,0.02118300087749958,-0.4525099992752075,-0.7389600276947021,-0.759119987487793,-1.2791999578475952,0.8320599794387817,0.2728999853134155,0.229980006814003,-0.057652998715639114,3.351599931716919,-0.17348000407218933,-1.8068000078201294,0.3656499981880188,0.09692099690437317,-1.2812000513076782,0.05614300072193146,-0.3765600025653839,-0.47077998518943787,0.056494999676942825,-0.45607998967170715,-0.8820800185203552,0.366100013256073,-0.6075199842453003,-1.0527000427246094,0.03172999992966652,-0.4986500144004822,1.8431999683380127,-0.8174999952316284,-0.237419992685318']"
292,Cancer,"Cancer is a group of diseases involving abnormal cell growth with the potential to invade or spread to other parts of the body. These contrast with benign tumors, which do not spread. Possible signs and symptoms include a lump, abnormal bleeding, prolonged cough, unexplained weight loss, and a change in bowel movements. While these symptoms may indicate cancer, they can also have other causes. Over 100 types of cancers affect humans.","['cancer,1.6062999963760376,0.9593600034713745,0.27138999104499817,-0.247639998793602,-0.5156700015068054,2.001499891281128,-0.2307099997997284,-0.2246199995279312,1.590000033378601,0.731660008430481,0.6494600176811218,-0.654259979724884,0.08404500037431717,-0.16339999437332153,0.5617200136184692,0.3934600055217743,-0.7875199913978577,-0.5601599812507629,-0.4088299870491028,0.9632899761199951,-0.8707900047302246,0.21202999353408813,1.2311999797821045,-0.3805199861526489,-0.28648999333381653,-1.5855000019073486,-0.44200000166893005,-0.5669199824333191,-0.3574399948120117,0.2409999966621399,1.9603999853134155,0.44628000259399414,-0.06591399759054184,-1.457200050354004,-0.31975001096725464,-0.5403100252151489,0.4934700131416321,1.3849999904632568,1.472000002861023,-0.5656599998474121,-0.553309977054596,-0.2048099935054779,-0.05833100154995918,0.6696599721908569,1.5393999814987183,0.21921999752521515,-0.10593000054359436,-0.5514900088310242,-0.5642799735069275,1.0450999736785889']"
293,Currency,"A currency is a standardization of money in any form, in use or circulation as a medium of exchange, for example banknotes and coins.
A more general definition is that a currency is a system of money in common use within a specific environment over time, especially for people in a nation state. Under this definition, the British Pound Sterling (£), euros (€), Japanese yen (¥), and U.S. dollars (US$) are examples of (government-issued) fiat currencies. Currencies may act as stores of value and be traded between nations in foreign exchange markets, which determine the relative values of the different currencies. Currencies in this sense are either chosen by users or decreed by governments, and each type has limited boundaries of acceptance; i.e., legal tender laws may require a particular unit of account for payments to government agencies.","['currency,-0.5354999899864197,-0.5153399705886841,0.5695099830627441,-0.4161800146102905,0.3257000148296356,-1.0463000535964966,0.5098999738693237,-0.5923399925231934,-1.0413000583648682,0.36789000034332275,0.8016200065612793,1.361799955368042,-0.35554999113082886,0.2734000086784363,0.6804100275039673,1.1134999990463257,0.501230001449585,-1.0570000410079956,-0.2116200029850006,0.08211199939250946,1.306399941444397,-1.332200050354004,-0.43404000997543335,-0.6573899984359741,-0.4227199852466583,-1.1984000205993652,0.7186300158500671,0.0797870010137558,0.13420000672340393,1.1145000457763672,3.0025999546051025,0.008155199699103832,1.4247000217437744,0.637719988822937,-0.6129500269889832,-0.5245500206947327,-0.8812599778175354,-0.6355400085449219,-0.48973000049591064,-1.051200032234192,-0.26916998624801636,0.37163999676704407,1.279099941253662,-0.20186999440193176,-0.18133999407291412,-0.7628600001335144,0.17423999309539795,0.9559199810028076,0.5303800106048584,-0.597100019454956']"
294,Employment,"Employment is a relationship between two parties regulating the provision of paid labour services. Usually based on a contract, one party, the employer, which might be a corporation, a not-for-profit organization, a co-operative, or any other entity, pays the other, the employee, in return for carrying out assigned work. Employees work in return for wages, which can be paid on the basis of an hourly rate, by piecework or an annual salary, depending on the type of work an employee does, the prevailing conditions of the sector and the bargaining power between the parties. Employees in some sectors may receive gratuities, bonus payments or stock options. In some types of employment, employees may receive benefits in addition to payment. Benefits may include health insurance, housing, disability insurance. Employment is typically governed by employment laws, organisation or legal contracts.","['employment,-0.7326800227165222,-0.1681399941444397,-0.02139200083911419,-0.4470300078392029,0.43612000346183777,0.06293600052595139,-0.849590003490448,-0.3746899962425232,0.48221999406814575,-0.5018399953842163,0.4878099858760834,-0.5911999940872192,0.4283300042152405,-0.8329399824142456,0.7742400169372559,-0.028963999822735786,-0.22436000406742096,-0.476639986038208,1.2367000579833984,-0.531440019607544,0.7497100234031677,-0.09384600073099136,-0.8879799842834473,-0.1867700070142746,-0.219760000705719,-0.27755001187324524,0.31696999073028564,-0.7099400162696838,0.36289000511169434,1.3279999494552612,2.952699899673462,0.24720999598503113,0.3049499988555908,-1.1679999828338623,-0.16540999710559845,-0.21279999613761902,-0.42572999000549316,0.00865320023149252,0.3659000098705292,-0.5244100093841553,-0.9309599995613098,-0.7534499764442444,0.5497900247573853,-0.008331299759447575,-0.10103999823331833,-1.26010000705719,-0.04471899941563606,0.7967299818992615,0.5866900086402893,0.9515399932861328']"
295,Engineering,"Engineering is the use of scientific principles to design and build machines, structures, and other items, including bridges, tunnels, roads, vehicles, and buildings. The discipline of engineering encompasses a broad range of more specialized fields of engineering, each with a more specific emphasis on particular areas of applied mathematics, applied science, and types of application. See glossary of engineering.","['engineering,-0.3084700107574463,0.23461000621318817,0.11818999797105789,0.503250002861023,-0.46219998598098755,0.3346500098705292,-0.24591000378131866,-0.9029200077056885,0.39836999773979187,-0.362199991941452,1.079200029373169,0.22551999986171722,-0.604420006275177,-0.3023099899291992,-1.409999966621399,-0.22967000305652618,-0.07523199915885925,1.8487000465393066,-0.23882000148296356,-0.21087999641895294,1.3640999794006348,0.45649999380111694,-0.7513800263404846,-1.0069999694824219,-0.029306000098586082,-0.944890022277832,-0.8620799779891968,-1.4729000329971313,-0.9816200137138367,0.2530600130558014,2.658900022506714,-0.48034000396728516,0.020104000344872475,-1.062999963760376,0.7167199850082397,0.5565000176429749,-0.4251500070095062,1.309499979019165,1.4427000284194946,0.5115600228309631,-0.022319000214338303,-1.0667999982833862,0.3900200128555298,0.1676499992609024,0.045271001756191254,0.2151000052690506,0.4915499985218048,0.7813599705696106,-0.3140900135040283,0.058329999446868896']"
296,Entry,"Entry may refer to:Entry, West Virginia, an unincorporated community in the United States
Entry (cards), a term used in trick-taking card-games
Entry (economics), a term in connection with markets
Entry (film), a 2013 Indian Malayalam film
Entry, occurrence of a repeated musical theme, especially in a fugue
Atmospheric entry","['entry,-0.29363998770713806,0.6277300119400024,0.054409001022577286,0.11166000366210938,-0.16080999374389648,-0.1638299971818924,-0.6449900269508362,0.18049000203609467,0.6393499970436096,-0.1524599939584732,0.5446900129318237,-0.14560000598430634,0.13086000084877014,0.6678100228309631,0.7443000078201294,0.07887200266122818,-0.02457199990749359,-0.7474700212478638,-0.08031900227069855,-0.4027400016784668,0.4544300138950348,-0.8668799996376038,-0.8758100271224976,0.656440019607544,-0.0736669972538948,-1.2753000259399414,0.27434998750686646,-0.3217799961566925,-0.08610499650239944,-0.04654499888420105,2.552799940109253,-0.1710599958896637,-0.8294000029563904,-0.1907700002193451,0.11672999709844589,-0.08162400126457214,0.8483399748802185,0.06470999866724014,-1.0772000551223755,-0.40222999453544617,0.3203200101852417,-0.4441100060939789,0.6559600234031677,-0.06593699753284454,-0.5847100019454956,-0.39917001128196716,0.4840100109577179,0.3522000014781952,0.32954999804496765,-0.6240699887275696']"
297,Interaction,"Interaction is action that occurs between two or more objects, with broad use in philosophy and the sciences. It may refer to:","['interaction,0.8715699911117554,0.8498200178146362,-0.5022299885749817,0.7797399759292603,0.7970200181007385,0.3518800139427185,1.0161999464035034,-0.4327299892902374,0.11045999825000763,0.6890599727630615,1.1469000577926636,0.3275600075721741,0.361270010471344,0.5758600234985352,-0.6569300293922424,0.22809000313282013,0.15294000506401062,0.2590399980545044,0.2649900019168854,-0.4866099953651428,0.31707000732421875,0.13437999784946442,0.13971999287605286,0.46845000982284546,1.0144000053405762,0.06221799924969673,0.7083200216293335,-0.6118800044059753,0.11393000185489655,0.5174000263214111,2.518699884414673,0.2709299921989441,-0.03654799982905388,-2.1182000637054443,-0.5406399965286255,-0.11578000336885452,-0.8371899724006653,0.0010227999882772565,-0.3939099907875061,0.62117999792099,0.27643999457359314,-0.40143001079559326,-0.2321999967098236,0.6577500104904175,0.3799299895763397,-0.8395500183105469,1.1937999725341797,0.2866699993610382,-0.10869000107049942,0.44130998849868774']"
298,Mixture,"
In chemistry, a mixture is a material made up of two or more different chemical substances which are not chemically bonded. A mixture is the physical combination of two or more substances in which the identities are retained and are mixed in the form of solutions, suspensions and colloids.","['mixture,-0.243259996175766,-0.08388800173997879,-0.9905300140380859,-0.5672000050544739,0.6788399815559387,1.201300024986267,0.6010000109672546,0.2939099967479706,-0.8393099904060364,0.7872899770736694,0.22277000546455383,-0.23000000417232513,1.1509000062942505,0.516979992389679,-0.41578999161720276,0.11264000087976456,0.43674999475479126,0.4462999999523163,-0.32078999280929565,-1.1377999782562256,0.61176997423172,-0.1466899961233139,1.7660000324249268,0.529229998588562,0.010765000246465206,0.0715389996767044,-0.3166700005531311,1.0198999643325806,1.559000015258789,0.5416899919509888,2.6851999759674072,-0.2213200032711029,-0.5570300221443176,0.1262499988079071,-0.151309996843338,0.622759997844696,-1.0892000198364258,0.5781499743461609,0.9811599850654602,-0.19721999764442444,0.9879500269889832,-0.024708999320864677,-0.6583799719810486,-0.16783000528812408,0.2651599943637848,1.398900032043457,0.5842400193214417,0.29829999804496765,-0.14584000408649445,-0.7391800284385681']"
299,Preference,"In psychology, economics and philosophy, preference is a technical term usually used in relation to choosing between alternatives. For example, someone prefers A over B if they would rather choose A than B. Preferences are central to decision theory because of this relation to behavior. Some methods such as Ordinal Priority Approach use preference relation for decision-making. As connative states, they are closely related to desires. The difference between the two is that desires are directed at one object while preferences concern a comparison between two alternatives, of which one is preferred to the other.","['preference,-0.3009899854660034,0.41032999753952026,-0.30340999364852905,-0.06345599889755249,0.6474699974060059,0.8415799736976624,0.01311499997973442,-0.4856399893760681,-0.12501999735832214,0.1687600016593933,0.44655999541282654,0.03448500111699104,0.9968199729919434,-0.6258599758148193,-0.14858999848365784,0.2463199943304062,-0.4790099859237671,-0.28940001130104065,0.5962700247764587,-0.9782000184059143,-0.4263400137424469,-0.17130999267101288,0.15665000677108765,0.1638599932193756,0.058145999908447266,-0.37084001302719116,-0.21703000366687775,-0.05549800023436546,0.18359999358654022,0.6266800165176392,1.8172999620437622,0.7294399738311768,-0.4580700099468231,-0.49312999844551086,0.16730999946594238,-0.6644799709320068,-0.29747000336647034,-0.002577299950644374,-0.6949899792671204,-0.6446800231933594,0.24045999348163605,-0.4028399884700775,-0.21306000649929047,0.8556299805641174,-0.49792999029159546,-0.353659987449646,-0.28648000955581665,0.6901699900627136,0.5145400166511536,0.16116000711917877']"
300,Region,"In geography, regions, otherwise referred to as zones, lands or territories, are areas that are broadly divided by physical characteristics, human impact characteristics, and the interaction of humanity and the environment. Geographic regions and sub-regions are mostly described by their imprecisely defined, and sometimes transitory boundaries, except in human geography, where jurisdiction areas such as national borders are defined in law.","['region,0.9845200181007385,0.20649999380111694,-0.4548400044441223,0.4124299883842468,-0.5127500295639038,-0.6511399745941162,-0.004544599913060665,0.2969900071620941,0.2908099889755249,-0.890749990940094,0.707360029220581,-1.0687999725341797,0.5047000050544739,-0.8046200275421143,-0.4343000054359436,0.6820999979972839,0.7434499859809875,0.13157999515533447,-0.03665100038051605,0.9260799884796143,-0.6378700137138367,-0.7701799869537354,0.48003000020980835,0.7165700197219849,-0.22071999311447144,-1.2746000289916992,-0.7922700047492981,0.4424299895763397,0.0733409970998764,0.5656300187110901,3.828700065612793,0.3745099902153015,0.1551000028848648,-0.4857400059700012,0.09077499806880951,0.07659900188446045,-1.569700002670288,-0.07376699894666672,-0.2991499900817871,0.7362300157546997,-0.9551200270652771,0.6919199824333191,0.9349600076675415,-1.6181999444961548,-0.5986400246620178,0.34226998686790466,-0.09933800250291824,0.5234000086784363,-0.3241400122642517,-0.8108299970626831']"
301,Republic,"A republic is a ""state in which power rests with the people or their representatives; specifically a state without a monarchy"" and also a ""government, or system of government, of such a state."" Previously, especially in the 17th and 18th centuries, the term was used to imply a state with a democratic or representative constitution, but more recently it has also been used of autocratic or dictatorial states not ruled by a monarch. It is now chiefly used to denote any non-monarchical state headed by an elected or appointed president.","['republic,-0.30840998888015747,0.20701999962329865,-0.0771469995379448,0.9922900199890137,0.09585999697446823,0.11151000112295151,0.14744000136852264,0.5199099779129028,-0.7182999849319458,-0.6471999883651733,1.1962000131607056,-0.7609900236129761,0.2723099887371063,0.08797299861907959,0.36768999695777893,0.05701199918985367,-0.5106199979782104,-0.25968000292778015,0.36680999398231506,1.0683000087738037,-0.5836499929428101,-0.4709799885749817,-0.47047001123428345,0.3656100034713745,-0.18068000674247742,-1.7992000579833984,0.192890003323555,-0.5532500147819519,-0.1555899977684021,-0.05482500046491623,2.821000099182129,0.1770700067281723,-0.847320020198822,-0.06752300262451172,-0.9384499788284302,-0.03432999923825264,-0.4896700084209442,0.0998150035738945,-0.7473899722099304,-0.12671999633312225,0.3955399990081787,0.418720006942749,1.225000023841858,-1.881500005722046,-0.9666299819946289,1.2926000356674194,-0.7360000014305115,-0.11305999755859375,-0.6136000156402588,-1.1601999998092651']"
302,Tradition,"A tradition is a belief or behavior passed down within a group or society with symbolic meaning or special significance with origins in the past. A component of cultural expressions and folklore, common examples include holidays or impractical but socially meaningful clothes, but the idea has also been applied to social norms such as greetings. Traditions can persist and evolve for thousands of years—the word tradition itself derives from the Latin tradere literally meaning to transmit, to hand over, to give for safekeeping. While it is commonly assumed that traditions have an ancient history, many traditions have been invented on purpose, whether that be political or cultural, over short periods of time. Various academic disciplines also use the word in a variety of ways.","['tradition,-0.7275099754333496,0.8591499924659729,-2.075200080871582,-0.6129000186920166,0.880810022354126,0.03602899983525276,-0.4750500023365021,-0.34189000725746155,-0.40011999011039734,0.4098699986934662,0.07688400149345398,0.1832199990749359,0.3122200071811676,-0.11829999834299088,-0.1422400027513504,-0.1943099945783615,0.09949000179767609,-0.1257600039243698,0.06594499945640564,0.09493900090456009,-0.1598999947309494,0.07651899755001068,-0.813480019569397,0.28238001465797424,0.5163400173187256,-1.2918000221252441,-1.4594000577926636,-0.6037600040435791,-0.0401809997856617,0.10943999886512756,2.404599905014038,-0.18208999931812286,-0.34384000301361084,-0.0748089998960495,-0.27761998772621155,-0.09859099984169006,-0.5686100125312805,0.18723000586032867,-0.6485199928283691,0.6304100155830383,-0.2557399868965149,-0.4541800022125244,-0.6056299805641174,0.9330700039863586,0.07832500338554382,0.6770099997520447,0.05364000052213669,-0.24068999290466309,-0.6756500005722046,-1.0298999547958374']"
303,Virus,"A virus is a submicroscopic infectious agent that replicates only inside the living cells of an organism. Viruses infect all life forms, from animals and plants to microorganisms, including bacteria and archaea. Since Dmitri Ivanovsky's 1892 article describing a non-bacterial pathogen infecting tobacco plants and the discovery of the tobacco mosaic virus by Martinus Beijerinck in 1898, more than 9,000 of the millions of virus species have been described in detail. Viruses are found in almost every ecosystem on Earth and are the most numerous type of biological entity. The study of viruses is known as virology, a subspeciality of microbiology.","['virus,2.091599941253662,-1.3335000276565552,0.5613899827003479,0.09867700189352036,-0.16551999747753143,0.7775700092315674,0.09293100237846375,-1.01010000705719,1.9818999767303467,0.627590000629425,1.3451000452041626,-0.13846999406814575,0.5238699913024902,-0.2609100043773651,0.9318100214004517,0.2732900083065033,-1.045699954032898,-0.2994999885559082,-0.7625399827957153,1.0306999683380127,-1.8733999729156494,-0.6287000179290771,1.3596999645233154,0.798039972782135,1.0401999950408936,-1.5094000101089478,0.17656999826431274,0.06907399743795395,0.29997000098228455,-0.1362999975681305,2.118000030517578,-0.1492999941110611,0.12157999724149704,-0.8349999785423279,-0.7652199864387512,-0.20413999259471893,0.2172199934720993,0.07232099771499634,0.2709200084209442,-0.16227999329566956,-0.15748000144958496,0.017376000061631203,0.6162999868392944,0.2983599901199341,1.5981999635696411,1.0311000347137451,0.6342999935150146,-0.19243000447750092,0.46316999197006226,-0.05468299984931946']"
304,Actor,"An actor or actress is a person who portrays a character in a performance. The actor performs ""in the flesh"" in the traditional medium of the theatre or in modern media such as film, radio, and television. The analogous Greek term is ὑποκριτής (hupokritḗs), literally ""one who answers"". The actor's interpretation of a role—the art of acting—pertains to the role played, whether based on a real person or fictional character. This can also be considered an ""actor's role,"" which was called this due to scrolls being used in the theaters. Interpretation occurs even when the actor is ""playing themselves"", as in some forms of experimental performance art.","['actor,-0.6617400050163269,1.0199999809265137,-0.17757000029087067,-0.31617000699043274,0.6496999859809875,1.2122999429702759,-0.2998799979686737,-0.29923000931739807,-0.9875100255012512,1.0127999782562256,-0.03405100107192993,0.8403599858283997,-0.27772000432014465,0.8849400281906128,1.1327999830245972,-0.5396400094032288,0.737309992313385,0.7831599712371826,-1.0973000526428223,0.2842499911785126,-0.0729760006070137,1.3213000297546387,0.09269700199365616,0.5269100069999695,0.4576599895954132,-1.374400019645691,-0.4046199917793274,-0.46926000714302063,-0.7102400064468384,0.2589299976825714,1.6227999925613403,-0.32047998905181885,0.6282299757003784,-0.44290998578071594,0.8183599710464478,0.5127699971199036,0.23652000725269318,-0.011359999887645245,-0.4783500134944916,-0.9188100099563599,0.09902600198984146,2.2304000854492188,-0.34549999237060547,-1.1816999912261963,-0.6493200063705444,-0.7124199867248535,-0.2732200026512146,-1.0892000198364258,-0.322380006313324,1.3100999593734741']"
305,Classroom,"A classroom or schoolroom is a learning space in which both children and adults learn. Classrooms are found in educational institutions of all kinds, ranging from preschools to universities, and may also be found in other places where education or training is provided, such as corporations and religious and humanitarian organizations. The classroom provides a space where learning can take place uninterrupted by outside distractions.","['classroom,-0.2631799876689911,0.27869001030921936,0.26664999127388,-1.18340003490448,0.742330014705658,-0.36173000931739807,-0.08453399688005447,-1.0293999910354614,-0.10377000272274017,-0.0611100010573864,-0.684939980506897,-1.0707999467849731,0.24440999329090118,0.3271700143814087,-0.03737799823284149,-0.07716500014066696,-0.6685699820518494,1.0226999521255493,0.7429100275039673,-0.19413000345230103,0.7872099876403809,1.2649999856948853,-0.7690100073814392,0.3513599932193756,0.677049994468689,-0.13846999406814575,0.31068000197410583,-0.2272700071334839,0.01979600079357624,-0.4625000059604645,2.1888999938964844,0.3468100130558014,-0.4496699869632721,-1.2869000434875488,0.3336000144481659,1.3020000457763672,0.7601799964904785,0.48212000727653503,0.44516000151634216,0.27630001306533813,-0.25600001215934753,-0.4627099931240082,-0.42465001344680786,1.2426999807357788,-0.01720299944281578,-0.22255000472068787,1.2869000434875488,-0.18445999920368195,-0.01559200044721365,0.2634899914264679']"
306,Delivery,Delivery may refer to:,"['delivery,-0.11658000200986862,-0.5641700029373169,0.13142000138759613,-0.16311000287532806,0.6019200086593628,0.28450000286102295,-0.6937199831008911,-0.4536899924278259,1.304900050163269,0.45350000262260437,0.13888999819755554,0.21683000028133392,0.10260000079870224,0.08906199783086777,-0.2361000031232834,0.026487000286579132,-1.3257999420166016,-0.5571200251579285,-0.6850299835205078,-0.7824299931526184,1.3361999988555908,0.71492999792099,0.1013299971818924,-0.5476199984550476,0.31716999411582947,-0.47301000356674194,1.5264999866485596,-0.05408500134944916,1.4038000106811523,0.8539299964904785,2.952399969100952,-0.054646000266075134,0.14298999309539795,1.1236000061035156,1.017899990081787,-0.448309987783432,0.5997300148010254,0.48225000500679016,-0.29739999771118164,0.296860009431839,0.39278000593185425,-0.16046999394893646,0.2626599967479706,0.10879000276327133,0.14365999400615692,0.26657000184059143,0.35506001114845276,0.48486998677253723,0.38137000799179077,0.4720200002193451']"
307,Device,A device is usually a constructed tool. Device may also refer to:,"['device,0.7294700145721436,-0.7729799747467041,1.3693000078201294,0.5477100014686584,0.38128000497817993,0.8080899715423584,0.38837000727653503,-0.7005000114440918,0.9212700128555298,0.46946001052856445,0.6029700040817261,-0.2453799992799759,0.11451999843120575,0.6603500247001648,-0.4847100079059601,0.8396499752998352,-1.0562000274658203,0.7419800162315369,-0.5258299708366394,-0.7084599733352661,0.6797199845314026,0.0024133999831974506,-0.5417199730873108,0.005793800111860037,0.5685499906539917,-1.562000036239624,-0.35012999176979065,-3.974799983552657e-05,0.8938599824905396,-0.4607299864292145,2.43969988822937,-0.9186599850654602,-0.5353000164031982,-0.6273300051689148,0.5455899834632874,0.9393900036811829,1.1059000492095947,0.33212000131607056,-0.20138999819755554,0.04478500038385391,1.1401000022888184,0.30347999930381775,-0.5584999918937683,0.568120002746582,0.6644799709320068,0.2362300008535385,1.0369999408721924,0.2719799876213074,0.3257400095462799,-0.2209700047969818']"
